"","GH","GA","scorer","time","scoring","game","league","covid","cens"
"58104",1,0,"Jown Cardona",5,"Deportivo Pasto","Deportivo Pasto v. Once Caldas 1:2","Colombia","Antes",0
"61104",0,1,"Jairo Palomino",39,"Envigado FC","Cúcuta Deportivo v. Envigado FC 1:1","Colombia","Antes",1
"63104",0,1,"Fernando Aristeguieta",19,"América de Cali","Patriotas FC v. América de Cali 1:1","Colombia","Antes",1
"65104",1,0,"Matías De Los Santos",55,"Millonarios","Millonarios v. Atlético Bucaramanga 2:0","Colombia","Antes",0
"67104",1,0,"Larry Vásquez",51,"Deportes Tolima","Deportes Tolima v. Águilas Doradas 2:0","Colombia","Antes",0
"69104",NA,NA,NA,90,NA,"Alianza Petrolera v. Santa Fe 0:0","Colombia","Antes",0
"70104",1,0,"Jhon Pérez",40,"Atlético Bucaramanga","Atlético Bucaramanga v. Deportivo Pasto 1:0","Colombia","Antes",0
"71104",1,0,"Hárrison Mojica",30,"Jaguares de Córdoba","Jaguares de Córdoba v. Millonarios 1:2","Colombia","Antes",0
"7440",1,0,"Neyder Moreno",90,"Envigado FC","Envigado FC v. Alianza Petrolera 1:0","Colombia","Antes",0
"7515",0,1,"Marco Pérez",56,"Deportes Tolima","Santa Fe v. Deportes Tolima 0:1","Colombia","Antes",1
"7615",1,0,"Germán Cano",17,"Independiente Medellín","Independiente Medellín v. Unión Magdalena 1:1","Colombia","Antes",0
"7815",NA,NA,NA,90,NA,"La Equidad v. Deportivo Cali 0:0","Colombia","Antes",0
"7915",1,0,"Leandro Velázquez",36,"Águilas Doradas","Águilas Doradas v. Patriotas FC 2:1","Colombia","Antes",0
"8214",0,1,"Pablo Ceppelini",72,"Atlético Nacional","Atlético Huila v. Atlético Nacional 1:1","Colombia","Antes",1
"8414",0,1,"Fabián Sambueza",23,"Atlético Junior","América de Cali v. Atlético Junior 0:1","Colombia","Antes",1
"8514",0,1,"Javier López",28,"Cúcuta Deportivo","Once Caldas v. Cúcuta Deportivo 1:2","Colombia","Antes",1
"8814",0,1,"Felipe Cardoza",5,"Atlético Huila","Millonarios v. Atlético Huila 3:2","Colombia","Antes",1
"9314",1,0,"Fernando Aristeguieta",9,"América de Cali","América de Cali v. Independiente Medellín 3:0","Colombia","Antes",0
"9614",0,1,"Jean Carlos Blanco",11,"Once Caldas","Alianza Petrolera v. Once Caldas 1:1","Colombia","Antes",1
"9814",0,1,"Jáder Obrian",77,"Águilas Doradas","Atlético Junior v. Águilas Doradas 1:1","Colombia","Antes",1
"10014",0,1,"Pablo Rojas",3,"Jaguares de Córdoba","Deportivo Pasto v. Jaguares de Córdoba 4:1","Colombia","Antes",1
"10514",1,0,"Marco Pérez",4,"Deportes Tolima","Deportes Tolima v. Envigado FC 2:0","Colombia","Antes",0
"10714",1,0,"Jhonatan Agudelo",13,"Cúcuta Deportivo","Cúcuta Deportivo v. Atlético Bucaramanga 3:2","Colombia","Antes",0
"11214",1,0,"Fredy Salazar",42,"Patriotas FC","Patriotas FC v. Santa Fe 1:1","Colombia","Antes",0
"11414",1,0,"Hernán Barcos",12,"Atlético Nacional","Atlético Nacional v. La Equidad 1:1","Colombia","Antes",0
"11614",1,0,"Juan Dinenno",7,"Deportivo Cali","Deportivo Cali v. Unión Magdalena 2:1","Colombia","Antes",0
"12114",NA,NA,NA,90,NA,"Envigado FC v. Patriotas FC 0:0","Colombia","Antes",0
"12214",0,1,"Jhonatan Agudelo",45,"Cúcuta Deportivo","Jaguares de Córdoba v. Cúcuta Deportivo 1:1","Colombia","Antes",1
"12414",0,1,"Alex Rambal",17,"Millonarios","La Equidad v. Millonarios 0:1","Colombia","Antes",1
"12514",1,0,"Jhon Pérez",35,"Atlético Bucaramanga","Atlético Bucaramanga v. Alianza Petrolera 3:0","Colombia","Antes",0
"12814",0,1,"Fernando Aristeguieta",21,"América de Cali","Águilas Doradas v. América de Cali 1:2","Colombia","Antes",1
"13114",1,0,"Abel Aguilar",15,"Unión Magdalena","Unión Magdalena v. Atlético Nacional 1:0","Colombia","Antes",0
"13214",0,1,"Déiber Caicedo",54,"Deportivo Cali","Independiente Medellín v. Deportivo Cali 1:1","Colombia","Antes",1
"13414",1,0,"Javier Reina",3,"Once Caldas","Once Caldas v. Deportes Tolima 2:1","Colombia","Antes",0
"13714",0,1,"Luis Díaz",2,"Atlético Junior","Santa Fe v. Atlético Junior 3:3","Colombia","Antes",1
"14314",0,1,"Hárrison Mojica",13,"Jaguares de Córdoba","Alianza Petrolera v. Jaguares de Córdoba 1:1","Colombia","Antes",1
"14514",1,0,"Darwin Carrero",75,"Cúcuta Deportivo","Cúcuta Deportivo v. Atlético Huila 2:0","Colombia","Antes",0
"14814",1,0,"Israel Alba",15,"Patriotas FC","Patriotas FC v. Once Caldas 1:0","Colombia","Antes",0
"14914",NA,NA,NA,90,NA,"Deportes Tolima v. Atlético Bucaramanga 0:0","Colombia","Antes",0
"15014",NA,NA,NA,90,NA,"Atlético Junior v. Envigado FC 0:0","Colombia","Antes",0
"15114",0,1,"Germán Cano",45,"Independiente Medellín","Águilas Doradas v. Independiente Medellín 0:1","Colombia","Antes",1
"15214",NA,NA,NA,90,NA,"América de Cali v. Santa Fe 0:0","Colombia","Antes",0
"15314",1,0,"Roberto Ovelar",27,"Millonarios","Millonarios v. Unión Magdalena 4:0","Colombia","Antes",0
"15714",0,1,"Juan Dinenno",2,"Deportivo Cali","Atlético Nacional v. Deportivo Cali 2:2","Colombia","Antes",1
"16114",0,1,"Daniel Mantilla",41,"Patriotas FC","Atlético Bucaramanga v. Patriotas FC 0:1","Colombia","Antes",1
"16214",0,1,"Fredy Hinestroza",18,"Atlético Junior","Once Caldas v. Atlético Junior 0:1","Colombia","Antes",1
"16314",0,1,"Yeison Gordillo",14,"Deportes Tolima","Jaguares de Córdoba v. Deportes Tolima 0:4","Colombia","Antes",1
"16714",1,0,"Andrés Murillo",9,"La Equidad","La Equidad v. Cúcuta Deportivo 2:1","Colombia","Antes",0
"17014",1,0,"Juan Valencia",23,"Santa Fe","Santa Fe v. Águilas Doradas 2:2","Colombia","Antes",0
"17414",1,0,"Edisson Restrepo",19,"Unión Magdalena","Unión Magdalena v. Deportivo Pasto 1:0","Colombia","Antes",0
"17514",0,1,"Eliser Quiñones",57,"Millonarios","Deportivo Cali v. Millonarios 1:1","Colombia","Antes",1
"17714",1,0,"Alexis Zapata",42,"Envigado FC","Envigado FC v. América de Cali 4:1","Colombia","Antes",0
"18214",1,0,"Diego Moreno",20,"Atlético Huila","Atlético Huila v. Alianza Petrolera 1:2","Colombia","Antes",0
"18514",1,0,"Pablo Ceppelini",19,"Atlético Nacional","Atlético Nacional v. Independiente Medellín 1:0","Colombia","Antes",0
"18614",NA,NA,NA,90,NA,"Deportes Tolima v. Atlético Huila 0:0","Colombia","Antes",0
"18914",1,0,"José Correa",16,"Alianza Petrolera","Alianza Petrolera v. La Equidad 2:0","Colombia","Antes",0
"19114",NA,NA,NA,90,NA,"Atlético Junior v. Atlético Bucaramanga 0:0","Colombia","Antes",0
"19214",1,0,"Ray Vanegas",73,"Deportivo Pasto","Deportivo Pasto v. Deportivo Cali 1:0","Colombia","Antes",0
"19314",1,0,"Kelvin Osorio",17,"Patriotas FC","Patriotas FC v. Jaguares de Córdoba 2:1","Colombia","Antes",0
"19614",0,1,"Michael Gómez",30,"Envigado FC","Águilas Doradas v. Envigado FC 1:3","Colombia","Antes",1
"20014",1,0,"Germán Cano",61,"Independiente Medellín","Independiente Medellín v. Santa Fe 1:0","Colombia","Antes",0
"20114",1,0,"Jhonatan Agudelo",14,"Cúcuta Deportivo","Cúcuta Deportivo v. Unión Magdalena 3:1","Colombia","Antes",0
"20514",1,0,"Cristian Álvarez",22,"América de Cali","América de Cali v. Once Caldas 3:1","Colombia","Antes",0
"20914",0,1,"Pablo Ceppelini",20,"Atlético Nacional","Independiente Medellín v. Atlético Nacional 2:2","Colombia","Antes",1
"21314",0,1,"Fran Delorenzi",45,"América de Cali","Deportivo Cali v. América de Cali 0:1","Colombia","Antes",1
"21414",0,1,"Jhon Arias",10,"Patriotas FC","La Equidad v. Patriotas FC 2:2","Colombia","Antes",1
"21814",0,1,"Jáder Obrian",5,"Águilas Doradas","Envigado FC v. Águilas Doradas 1:1","Colombia","Antes",1
"22014",0,1,"Ray Vanegas",85,"Deportivo Pasto","Once Caldas v. Deportivo Pasto 0:1","Colombia","Antes",1
"22114",0,1,"Germán Gutiérrez",39,"Atlético Junior","Unión Magdalena v. Atlético Junior 1:1","Colombia","Antes",1
"22314",0,1,"Luis González",12,"Deportes Tolima","Atlético Huila v. Deportes Tolima 1:5","Colombia","Antes",1
"22914",NA,NA,NA,90,NA,"Jaguares de Córdoba v. Alianza Petrolera 0:0","Colombia","Antes",0
"23014",1,0,"Harold Gómez",90,"Atlético Bucaramanga","Atlético Bucaramanga v. Cúcuta Deportivo 1:0","Colombia","Antes",0
"23114",0,1,"Fabio Burbano",7,"Santa Fe","Millonarios v. Santa Fe 1:1","Colombia","Antes",1
"23314",1,0,"Andrey Estupiñán",77,"Deportivo Pasto","Deportivo Pasto v. Millonarios 1:0","Colombia","Antes",0
"23414",1,0,"Jhonatan Agudelo",42,"Cúcuta Deportivo","Cúcuta Deportivo v. Atlético Nacional 1:3","Colombia","Antes",0
"23814",1,0,"Edwin Torres",36,"Alianza Petrolera","Alianza Petrolera v. Deportivo Cali 1:0","Colombia","Antes",0
"23914",1,0,"Marco Pérez",60,"Deportes Tolima","Deportes Tolima v. Unión Magdalena 1:0","Colombia","Antes",0
"24014",1,0,"Diego Herazo",3,"Independiente Medellín","Independiente Medellín v. Envigado FC 4:1","Colombia","Antes",0
"24514",1,0,"Luis Narváez",16,"Atlético Junior","Atlético Junior v. Atlético Huila 3:0","Colombia","Antes",0
"24814",1,0,"Luis Sánchez",55,"América de Cali","América de Cali v. Jaguares de Córdoba 1:0","Colombia","Antes",0
"24914",0,1,"Darío Rodríguez",24,"Once Caldas","Santa Fe v. Once Caldas 0:2","Colombia","Antes",1
"25114",1,0,"Kelvin Osorio",40,"Patriotas FC","Patriotas FC v. La Equidad 3:1","Colombia","Antes",0
"25514",1,0,"Johan Jiménez",32,"Águilas Doradas","Águilas Doradas v. Atlético Bucaramanga 1:1","Colombia","Antes",0
"25714",0,1,"Brayan Fernández",44,"Patriotas FC","Atlético Huila v. Patriotas FC 1:1","Colombia","Antes",1
"25914",NA,NA,NA,90,NA,"La Equidad v. Deportes Tolima 0:0","Colombia","Antes",0
"26014",0,1,"Roger Torres",60,"Atlético Junior","Jaguares de Córdoba v. Atlético Junior 1:1","Colombia","Antes",1
"26214",NA,NA,NA,90,NA,"Atlético Bucaramanga v. América de Cali 0:0","Colombia","Antes",0
"26314",1,0,"Darío Rodríguez",45,"Once Caldas","Once Caldas v. Águilas Doradas 2:0","Colombia","Antes",0
"26514",0,1,"Ederson Moreno",38,"Deportivo Pasto","Atlético Nacional v. Deportivo Pasto 0:1","Colombia","Antes",1
"26614",1,0,"Luis Arias",53,"Unión Magdalena","Unión Magdalena v. Alianza Petrolera 1:1","Colombia","Antes",0
"26814",1,0,"Juan Dinenno",46,"Deportivo Cali","Deportivo Cali v. Cúcuta Deportivo 2:0","Colombia","Antes",0
"27014",1,0,"César Carrillo",8,"Millonarios","Millonarios v. Independiente Medellín 3:2","Colombia","Antes",0
"27514",NA,NA,NA,90,NA,"Envigado FC v. Santa Fe 0:0","Colombia","Antes",0
"27614",0,1,"Christian Rivera",53,"Deportivo Cali","Patriotas FC v. Deportivo Cali 0:3","Colombia","Antes",1
"27914",1,0,"Michael Rangel",38,"Atlético Junior","Atlético Junior v. Unión Magdalena 1:1","Colombia","Antes",0
"28114",0,1,"Vladimir Hernández",48,"Atlético Nacional","Deportes Tolima v. Atlético Nacional 2:1","Colombia","Antes",1
"28514",0,1,"Matías Mier",28,"La Equidad","América de Cali v. La Equidad 1:3","Colombia","Antes",1
"28914",0,1,"Sergio Romero",8,"Atlético Bucaramanga","Envigado FC v. Atlético Bucaramanga 1:2","Colombia","Antes",1
"29214",0,1,"Ederson Moreno",19,"Deportivo Pasto","Cúcuta Deportivo v. Deportivo Pasto 1:3","Colombia","Antes",1
"29614",0,1,"Eliser Quiñones",58,"Millonarios","Alianza Petrolera v. Millonarios 0:2","Colombia","Antes",1
"29814",NA,NA,NA,90,NA,"Santa Fe v. Jaguares de Córdoba 0:0","Colombia","Antes",0
"29914",1,0,"Germán Cano",17,"Independiente Medellín","Independiente Medellín v. Once Caldas 1:1","Colombia","Antes",0
"30114",1,0,"Déiber Caicedo",1,"Deportivo Cali","Deportivo Cali v. Deportes Tolima 2:1","Colombia","Antes",0
"30414",1,0,"Ricardo Márquez",4,"Unión Magdalena","Unión Magdalena v. Patriotas FC 4:0","Colombia","Antes",0
"30814",1,0,"Hernán Hechalar",51,"Atlético Huila","Atlético Huila v. América de Cali 2:1","Colombia","Antes",0
"31114",1,0,"Matías Mier",2,"La Equidad","La Equidad v. Atlético Junior 2:2","Colombia","Antes",0
"31514",1,0,"Gustavo Britos",90,"Deportivo Pasto","Deportivo Pasto v. Independiente Medellín 1:0","Colombia","Antes",0
"31614",1,0,"Pablo Rojas",5,"Jaguares de Córdoba","Jaguares de Córdoba v. Águilas Doradas 2:0","Colombia","Antes",0
"31814",1,0,"Omar Duarte",74,"Atlético Nacional","Atlético Nacional v. Alianza Petrolera 1:0","Colombia","Antes",0
"31914",0,1,"Johan Arango",73,"Santa Fe","Atlético Bucaramanga v. Santa Fe 2:1","Colombia","Antes",1
"32214",1,0,"Fabián González",5,"Millonarios","Millonarios v. Cúcuta Deportivo 1:0","Colombia","Antes",0
"32314",1,0,"Juan Rodríguez",86,"Once Caldas","Once Caldas v. Envigado FC 1:0","Colombia","Antes",0
"32414",0,1,"Hernán Luna",70,"Unión Magdalena","Águilas Doradas v. Unión Magdalena 0:1","Colombia","Antes",1
"32514",0,1,"Stiwar García",38,"Jaguares de Córdoba","Once Caldas v. Jaguares de Córdoba 0:1","Colombia","Antes",1
"32614",0,1,"Armando Vargas",55,"La Equidad","Santa Fe v. La Equidad 1:1","Colombia","Antes",1
"32814",1,0,"Germán Cano",3,"Independiente Medellín","Independiente Medellín v. Atlético Bucaramanga 4:0","Colombia","Antes",0
"33214",0,1,"Christian Marrugo",5,"Millonarios","Patriotas FC v. Millonarios 1:3","Colombia","Antes",1
"33614",0,1,"Mauricio Duarte",34,"Cúcuta Deportivo","Alianza Petrolera v. Cúcuta Deportivo 0:1","Colombia","Antes",1
"33714",NA,NA,NA,90,NA,"Deportes Tolima v. Deportivo Pasto 0:0","Colombia","Antes",0
"33814",0,1,"Michael Ordóñez",45,"Atlético Huila","Envigado FC v. Atlético Huila 1:1","Colombia","Antes",1
"34014",NA,NA,NA,90,NA,"Atlético Junior v. Atlético Nacional 0:0","Colombia","Antes",0
"34114",0,1,"Juan Dinenno",43,"Deportivo Cali","América de Cali v. Deportivo Cali 0:1","Colombia","Antes",1
"34214",0,1,"Diego Herazo",7,"Independiente Medellín","Cúcuta Deportivo v. Independiente Medellín 2:2","Colombia","Antes",1
"34614",1,0,"Maxi Núñez",19,"Atlético Bucaramanga","Atlético Bucaramanga v. Once Caldas 1:1","Colombia","Antes",0
"34814",1,0,"Ederson Moreno",18,"Deportivo Pasto","Deportivo Pasto v. Alianza Petrolera 1:0","Colombia","Antes",0
"34914",0,1,"Yeison Guzmán",20,"Envigado FC","Jaguares de Córdoba v. Envigado FC 2:2","Colombia","Antes",1
"35314",0,1,"Carlos Henao",37,"Santa Fe","Atlético Huila v. Santa Fe 0:3","Colombia","Antes",1
"35614",0,1,"Marco Pérez",35,"Deportes Tolima","Millonarios v. Deportes Tolima 1:2","Colombia","Antes",1
"35914",NA,NA,NA,90,NA,"Deportivo Cali v. Atlético Junior 0:0","Colombia","Antes",0
"36014",0,1,"Yesus Cabrera",43,"América de Cali","Unión Magdalena v. América de Cali 0:3","Colombia","Antes",1
"36314",1,0,"Yerson Candelo",35,"Atlético Nacional","Atlético Nacional v. Patriotas FC 4:0","Colombia","Antes",0
"36714",1,0,"Carlos Peralta",43,"La Equidad","La Equidad v. Águilas Doradas 2:2","Colombia","Antes",0
"37114",1,0,"Diego Valdés",12,"Deportes Tolima","Deportes Tolima v. Alianza Petrolera 2:2","Colombia","Antes",0
"37514",1,0,"Diego Peralta",90,"Once Caldas","Once Caldas v. La Equidad 1:0","Colombia","Antes",0
"37614",1,0,"Germán Cano",38,"Independiente Medellín","Independiente Medellín v. Jaguares de Córdoba 3:0","Colombia","Antes",0
"37914",0,1,"Juan Dinenno",17,"Deportivo Cali","Santa Fe v. Deportivo Cali 1:2","Colombia","Antes",1
"38214",1,0,"Cristian Barrios",83,"Patriotas FC","Patriotas FC v. Cúcuta Deportivo 1:0","Colombia","Antes",0
"38314",1,0,"Alexis Zapata",7,"Envigado FC","Envigado FC v. Unión Magdalena 1:1","Colombia","Antes",0
"38514",0,1,"Santiago Montoya",50,"Millonarios","América de Cali v. Millonarios 1:1","Colombia","Antes",1
"38714",NA,NA,NA,90,NA,"Atlético Junior v. Deportivo Pasto 0:0","Colombia","Antes",0
"38814",1,0,"Daniel Lloreda",43,"Águilas Doradas","Águilas Doradas v. Atlético Nacional 2:1","Colombia","Antes",0
"39114",1,0,"Sergio Romero",2,"Atlético Bucaramanga","Atlético Bucaramanga v. Atlético Huila 2:4","Colombia","Antes",0
"39714",0,1,"Neyder Moreno",49,"Envigado FC","La Equidad v. Envigado FC 0:1","Colombia","Antes",1
"39814",1,0,"Jhojan Valencia",39,"Unión Magdalena","Unión Magdalena v. Santa Fe 3:1","Colombia","Antes",0
"40214",1,0,"Juan Dinenno",45,"Deportivo Cali","Deportivo Cali v. Águilas Doradas 2:1","Colombia","Antes",0
"40714",1,0,"Luciano Guaycochea",22,"Alianza Petrolera","Alianza Petrolera v. Independiente Medellín 1:1","Colombia","Antes",0
"41114",0,1,"Jhon Pérez",42,"Atlético Bucaramanga","Jaguares de Córdoba v. Atlético Bucaramanga 1:1","Colombia","Antes",1
"41314",1,0,"Felipe Jaramillo",37,"Millonarios","Millonarios v. Atlético Junior 2:0","Colombia","Antes",0
"41514",1,0,"Diego Moreno",2,"Atlético Huila","Atlético Huila v. Once Caldas 1:0","Colombia","Antes",0
"41614",0,1,"Carlos Robles",27,"Deportes Tolima","Cúcuta Deportivo v. Deportes Tolima 0:2","Colombia","Antes",1
"41814",1,0,"Edwin Velasco",14,"Once Caldas","Once Caldas v. Deportivo Cali 4:0","Colombia","Antes",0
"42214",1,0,"Neyder Moreno",11,"Envigado FC","Envigado FC v. Atlético Nacional 4:0","Colombia","Antes",0
"42614",1,0,"Jhon Arias",35,"Patriotas FC","Patriotas FC v. Deportes Tolima 1:0","Colombia","Antes",0
"42714",0,1,"Ray Vanegas",16,"Deportivo Pasto","Águilas Doradas v. Deportivo Pasto 2:1","Colombia","Antes",1
"43013",1,0,"Pablo Rojas",45,"Jaguares de Córdoba","Jaguares de Córdoba v. La Equidad 1:1","Colombia","Antes",0
"43213",NA,NA,NA,90,NA,"Santa Fe v. Millonarios 0:0","Colombia","Antes",0
"43313",1,0,"Germán Cano",51,"Independiente Medellín","Independiente Medellín v. Atlético Huila 2:1","Colombia","Antes",0
"43613",0,1,"Ruyery Blanco",52,"Unión Magdalena","Atlético Bucaramanga v. Unión Magdalena 0:1","Colombia","Antes",1
"43713",0,1,"Luciano Guaycochea",7,"Alianza Petrolera","Atlético Junior v. Alianza Petrolera 1:1","Colombia","Antes",1
"43913",1,0,"Misael Riascos",53,"América de Cali","América de Cali v. Cúcuta Deportivo 2:0","Colombia","Antes",0
"44113",0,1,"Pablo Rojas",8,"Jaguares de Córdoba","Atlético Huila v. Jaguares de Córdoba 0:2","Colombia","Antes",1
"44313",1,0,"Hernán Barcos",45,"Atlético Nacional","Atlético Nacional v. Santa Fe 2:1","Colombia","Antes",0
"44613",1,0,"José Pérez",5,"Cúcuta Deportivo","Cúcuta Deportivo v. Atlético Junior 2:1","Colombia","Antes",0
"44913",1,0,"Kevin Velasco",35,"Deportivo Cali","Deportivo Cali v. Envigado FC 1:0","Colombia","Antes",0
"45013",1,0,"Ederson Moreno",37,"Deportivo Pasto","Deportivo Pasto v. América de Cali 1:1","Colombia","Antes",0
"45213",0,1,"Germán Cano",27,"Independiente Medellín","Deportes Tolima v. Independiente Medellín 0:1","Colombia","Antes",1
"45313",1,0,"Jhon Vásquez",45,"Alianza Petrolera","Alianza Petrolera v. Patriotas FC 3:0","Colombia","Antes",0
"45613",1,0,"Juan Carlos Pereira",3,"Unión Magdalena","Unión Magdalena v. Once Caldas 1:0","Colombia","Antes",0
"45713",0,1,"Sergio Romero",2,"Atlético Bucaramanga","La Equidad v. Atlético Bucaramanga 3:1","Colombia","Antes",1
"46113",0,1,"Jáder Obrian",6,"Águilas Doradas","Millonarios v. Águilas Doradas 1:1","Colombia","Antes",1
"21005",1,0,"Teófilo Gutiérrez",8,"Atlético Junior","Atlético Junior v. Independiente Medellín 1:0","Colombia","Depois",0
"31005",1,0,"Sebastián Herrera",31,"Deportivo Pasto","Deportivo Pasto v. La Equidad 2:2","Colombia","Depois",0
"7442",1,0,"Neyder Moreno",35,"Atlético Nacional","Atlético Nacional v. Santa Fe 2:0","Colombia","Depois",0
"9105",1,0,"Juan Angulo",69,"Deportivo Cali","Deportivo Cali v. Jaguares de Córdoba 1:0","Colombia","Depois",0
"10105",1,0,"Juan Caicedo",57,"Deportes Tolima","Deportes Tolima v. Once Caldas 1:1","Colombia","Depois",0
"12105",1,0,"Andrés Sarmiento",13,"Atlético Bucaramanga","Atlético Bucaramanga v. Boyacá Chicó 2:0","Colombia","Depois",0
"14105",0,1,"Bryan Castrillón",4,"Deportivo Pereira","Alianza Petrolera v. Deportivo Pereira 2:2","Colombia","Depois",1
"18105",0,1,"Yesus Cabrera",49,"América de Cali","Patriotas FC v. América de Cali 0:1","Colombia","Depois",1
"19105",0,1,"Óscar Vanegas",20,"Patriotas FC","Independiente Medellín v. Patriotas FC 2:1","Colombia","Depois",1
"22105",0,1,"Arlex Hurtado",22,"Deportivo Pasto","Envigado FC v. Deportivo Pasto 0:1","Colombia","Depois",1
"23105",1,0,"Santiago Moreno",45,"América de Cali","América de Cali v. Rionegro Águilas Doradas 1:1","Colombia","Depois",0
"25105",1,0,"Pablo Rojas",49,"Jaguares de Córdoba","Jaguares de Córdoba v. Atlético Bucaramanga 2:1","Colombia","Depois",0
